Data As Of,Jurisdiction of Occurrence,MMWR Year,MMWR Week,Week Ending Date,All Cause,Natural Cause,Malignant neoplasms,Alzheimer disease,Chronic lower respiratory diseases,Diseases of heart,Cerebrovascular diseases,COVID-19_Multiple Cause of Death,Year,Week,Days_Since_Last_Week,Total_Deaths,Malignancy_Mortality_Rate,Heart_Disease_Mortality_Rate,Natural_Cause_Prop,Month,Season,Seasonal Pattern
27/09/2023,United States,2022,44,2022-11-05,61211,55087,11943,2350,2913,13109,3167,2248,2022,44,7.0,152028,7.855789722945773,8.622753703265188,0.3623477254190018,11,4,Autumn
27/09/2023,United States,2022,45,2022-11-12,61213,55174,11867,2324,2884,13373,3146,2205,2022,45,7.0,152186,7.797694925945882,8.787273467993113,0.3625432037112481,11,4,Autumn
27/09/2023,United States,2022,46,2022-11-19,61802,56034,11973,2282,2984,13717,3188,2257,2022,46,7.0,154237,7.762728787515318,8.893456174588458,0.3632980413260113,11,4,Autumn
27/09/2023,United States,2022,47,2022-11-26,64789,58829,12041,2470,3159,14443,3403,2499,2022,47,7.0,161633,7.449592595571448,8.935675264333396,0.3639665167385373,11,4,Autumn
27/09/2023,United States,2022,48,2022-12-03,65953,59958,11882,2563,3310,14648,3315,2596,2022,48,7.0,164225,7.235195615771047,8.91947023900137,0.36509666615923275,12,1,Winter
27/09/2023,United States,2022,49,2022-12-10,67227,61016,12019,2591,3511,14697,3327,3037,2022,49,7.0,167425,7.178736747797522,8.778258921905332,0.36443780797371955,12,1,Winter
27/09/2023,United States,2022,50,2022-12-17,66574,60586,12026,2427,3354,14715,3350,3190,2022,50,7.0,166222,7.234902720458182,8.852618786923513,0.3644884551984695,12,1,Winter
27/09/2023,United States,2022,51,2022-12-24,68138,62148,12043,2618,3403,15362,3311,3324,2022,51,7.0,170347,7.06968716795717,9.018063129964132,0.36483178453392195,12,1,Winter
27/09/2023,United States,2022,52,2022-12-31,70366,64175,11985,2795,3554,15694,3632,3666,2022,52,7.0,175867,6.814808918102884,8.923788999641774,0.36490643497643105,12,1,Winter
27/09/2023,United States,2023,1,2023-01-07,69134,62822,11943,2552,3384,15038,3522,3874,2023,1,7.0,172269,6.93276213363983,8.729370925703407,0.3646738531018349,1,1,Winter
27/09/2023,United States,2023,2,2023-01-14,66490,60697,11846,2551,3391,14534,3367,3693,2023,2,7.0,166569,7.1117674957525105,8.725513150706314,0.3643955357839694,1,1,Winter
27/09/2023,United States,2023,3,2023-01-21,64321,58596,12006,2430,3100,14043,3280,3247,2023,3,7.0,161023,7.45607770318526,8.721114374965067,0.3638983250839942,1,1,Winter
27/09/2023,United States,2023,4,2023-01-28,62537,57061,11685,2362,3025,13795,3279,2910,2023,4,7.0,156654,7.459113715577004,8.806031125920818,0.3642485988228836,1,1,Winter
27/09/2023,United States,2023,5,2023-02-04,62865,57141,11858,2273,3021,13849,3300,2644,2023,5,7.0,156951,7.555224241960867,8.823773024701977,0.36406904065600093,2,1,Winter
27/09/2023,United States,2023,6,2023-02-11,62949,57160,11992,2422,3085,13827,3285,2345,2023,6,7.0,157065,7.635055550249896,8.803361665552478,0.36392576321904946,2,1,Winter
27/09/2023,United States,2023,7,2023-02-18,61861,56253,11754,2357,3007,13979,3239,2101,2023,7,7.0,154551,7.605256517266145,9.044910741438102,0.363976939650989,2,1,Winter
27/09/2023,United States,2023,8,2023-02-25,62131,56382,12041,2268,2962,13826,3189,2151,2023,8,7.0,154950,7.770893836721523,8.922878347854146,0.3638722168441433,2,1,Winter
27/09/2023,United States,2023,9,2023-03-04,61419,55739,11695,2216,3049,13609,3162,1992,2023,9,7.0,152881,7.649740647954946,8.901694782216234,0.36459076013369873,3,2,Spring
27/09/2023,United States,2023,10,2023-03-11,60801,55148,11713,2184,2934,13513,3170,1846,2023,10,7.0,151309,7.741112557746069,8.930731152806509,0.3644727015577395,3,2,Spring
27/09/2023,United States,2023,11,2023-03-18,61132,55619,11891,2180,2988,13730,3138,1761,2023,11,7.0,152439,7.8004972480795605,9.006881441101031,0.36486069837771173,3,2,Spring
27/09/2023,United States,2023,12,2023-03-25,60800,55223,11792,2170,2884,13614,3216,1667,2023,12,7.0,151366,7.7903888587925945,8.994093785922864,0.36483093957691953,3,2,Spring
27/09/2023,United States,2023,13,2023-04-01,60195,54507,11484,2324,3032,13372,3102,1443,2023,13,7.0,149459,7.683712590074871,8.94693527990954,0.36469533450645325,4,2,Spring
27/09/2023,United States,2023,14,2023-04-08,59039,53323,11589,2077,2861,13132,3102,1367,2023,14,7.0,146490,7.911120212983821,8.964434432384463,0.364004368898901,4,2,Spring
27/09/2023,United States,2023,15,2023-04-15,59651,53899,11597,2140,2979,13296,3083,1218,2023,15,7.0,147863,7.843070950812576,8.992107559024232,0.36451985959976463,4,2,Spring
27/09/2023,United States,2023,16,2023-04-22,58433,52915,11346,2103,2894,13009,3088,1191,2023,16,7.0,144979,7.825961001248456,8.973023679291483,0.3649838942191628,4,2,Spring
27/09/2023,United States,2023,17,2023-04-29,57761,52508,11672,2152,2868,12569,3137,1020,2023,17,7.0,143687,8.123212259981766,8.74748585467022,0.36543319854962525,4,2,Spring
27/09/2023,United States,2023,18,2023-05-06,58007,52380,11701,2014,2740,12778,3044,946,2023,18,7.0,143610,8.147761297959752,8.89770907318432,0.364737831627324,5,2,Spring
27/09/2023,United States,2023,19,2023-05-13,57796,52261,11691,2127,2770,12632,3118,830,2023,19,7.0,143225,8.162681096177343,8.819689300052366,0.36488741490661547,5,2,Spring
27/09/2023,United States,2023,20,2023-05-20,56617,51276,11432,1998,2588,12469,3008,755,2023,20,7.0,140143,8.157382102566665,8.89734057355701,0.3658834190790835,5,2,Spring
27/09/2023,United States,2023,21,2023-05-27,55684,50505,11519,1916,2692,12157,2939,736,2023,21,7.0,138148,8.338159075773808,8.799982627327214,0.36558618293424444,5,2,Spring
27/09/2023,United States,2023,22,2023-06-03,56744,51187,11489,2036,2650,12476,2983,687,2023,22,7.0,140252,8.191683541054672,8.895416821150501,0.36496449248495566,6,3,Summer
27/09/2023,United States,2023,23,2023-06-10,56192,50891,11607,1919,2622,12298,2910,623,2023,23,7.0,139062,8.346636751952365,8.843537414965986,0.36595906861687594,6,3,Summer
27/09/2023,United States,2023,24,2023-06-17,56145,51078,11829,2038,2612,12257,2930,603,2023,24,7.0,139492,8.480056203940011,8.78688383563215,0.36617153671895164,6,3,Summer
27/09/2023,United States,2023,25,2023-06-24,55616,50602,11484,2062,2532,12167,2991,573,2023,25,7.0,138027,8.320111282575148,8.814942004100647,0.3666094314880422,6,3,Summer
27/09/2023,United States,2023,26,2023-07-01,55477,50608,11502,2002,2629,12028,2859,534,2023,26,7.0,137639,8.356643102608999,8.73880222901939,0.3676864842086909,7,3,Summer
27/09/2023,United States,2023,27,2023-07-08,55651,50453,11577,1937,2491,12229,2897,474,2023,27,7.0,137709,8.40685793956822,8.880320095273367,0.36637402057962803,7,3,Summer
27/09/2023,United States,2023,28,2023-07-15,55170,50565,11575,1943,2534,11801,2880,505,2023,28,7.0,136973,8.450570550400444,8.615566571514094,0.36916034546954507,7,3,Summer
27/09/2023,United States,2023,29,2023-07-22,55151,50653,11593,1962,2438,11694,2880,525,2023,29,7.0,136896,8.468472417017297,8.542251051893409,0.3700108111266947,7,3,Summer
27/09/2023,United States,2023,30,2023-07-29,54992,50760,11686,1977,2450,11467,2857,529,2023,30,7.0,136718,8.547521174973301,8.387337439108238,0.37127517956669936,7,3,Summer
27/09/2023,United States,2023,31,2023-08-05,55102,51130,11551,2037,2488,11526,2882,656,2023,31,7.0,137372,8.408554872899863,8.390356113327316,0.3722010307777422,8,3,Summer
27/09/2023,United States,2023,32,2023-08-12,55306,51599,11750,2015,2433,11490,3010,733,2023,32,7.0,138336,8.493812167476289,8.3058639833449,0.3729976289613694,8,3,Summer
27/09/2023,United States,2023,33,2023-08-19,54466,51102,11518,2043,2403,11372,2909,881,2023,33,7.0,136694,8.426119654117956,8.319311747406616,0.37384230470978974,8,3,Summer
27/09/2023,United States,2023,34,2023-08-26,52892,50000,11553,2026,2342,10835,2777,993,2023,34,7.0,133418,8.659251375376636,8.121093105877767,0.37476202611341797,8,3,Summer
27/09/2023,United States,2023,35,2023-09-02,50814,48651,11017,1914,2246,10751,2689,1079,2023,35,7.0,129161,8.52966452721797,8.323720008361658,0.376669428078135,9,4,Autumn
27/09/2023,United States,2023,36,2023-09-09,47232,46091,10351,1949,2202,10088,2603,1104,2023,36,7.0,121620,8.510935701364906,8.294688373622758,0.3789754974510771,9,4,Autumn
27/09/2023,United States,2023,37,2023-09-16,37874,37824,8675,1662,1901,8034,2087,964,2023,37,7.0,99021,8.7607679179164,8.113430484442693,0.381979580089072,9,4,Autumn
27/09/2023,Alabama,2020,1,2020-01-04,1082,1009,196,54,86,268,81,0,2020,1,-1351.0,2776,7.060518731988473,9.654178674351584,0.3634726224783862,1,1,Winter
27/09/2023,Alabama,2020,2,2020-01-11,1127,1060,197,41,72,274,68,0,2020,2,7.0,2839,6.939063050369848,9.651285663966187,0.3733709052483269,1,1,Winter
27/09/2023,Alabama,2020,3,2020-01-18,1039,976,201,53,73,239,45,0,2020,3,7.0,2626,7.654226961157653,9.1012947448591,0.37166793602437165,1,1,Winter
27/09/2023,Alabama,2020,4,2020-01-25,1056,982,190,54,61,284,70,262,2020,4,7.0,2959,6.421088205474823,9.597837107130786,0.33186887461980397,1,1,Winter
27/09/2023,Alabama,2020,5,2020-02-01,1026,949,157,58,76,265,55,0,2020,5,7.0,2586,6.071152358855375,10.247486465583913,0.36697602474864655,2,1,Winter
27/09/2023,Alabama,2020,6,2020-02-08,1120,1028,191,45,70,304,52,0,2020,6,7.0,2810,6.797153024911032,10.818505338078293,0.36583629893238434,2,1,Winter
27/09/2023,Alabama,2020,7,2020-02-15,1095,1020,193,50,74,255,81,0,2020,7,7.0,2768,6.972543352601155,9.21242774566474,0.3684971098265896,2,1,Winter
27/09/2023,Alabama,2020,8,2020-02-22,1098,1018,222,47,65,285,74,0,2020,8,7.0,2809,7.903168387326451,10.145959416162336,0.3624065503737985,2,1,Winter
27/09/2023,Alabama,2020,9,2020-02-29,1164,1093,212,62,88,294,60,262,2020,9,7.0,3235,6.5533230293663065,9.088098918083462,0.3378670788253478,2,1,Winter
27/09/2023,Alabama,2020,10,2020-03-07,1057,953,144,65,60,265,57,0,2020,10,7.0,2601,5.536332179930796,10.188389081122645,0.36639753940792,3,2,Spring
27/09/2023,Alabama,2020,11,2020-03-14,1091,1013,199,65,75,265,69,0,2020,11,7.0,2777,7.166006481814908,9.54267194814548,0.3647821389989197,3,2,Spring
27/09/2023,Alabama,2020,12,2020-03-21,1059,986,227,46,67,263,72,262,2020,12,7.0,2982,7.612340710932259,8.819584171696848,0.3306505700871898,3,2,Spring
27/09/2023,Alabama,2020,13,2020-03-28,1073,989,188,67,75,244,69,23,2020,13,7.0,2728,6.89149560117302,8.944281524926687,0.3625366568914956,3,2,Spring
27/09/2023,Alabama,2020,14,2020-04-04,1156,1077,202,74,67,257,68,49,2020,14,7.0,2950,6.8474576271186445,8.711864406779661,0.3650847457627119,4,2,Spring
27/09/2023,Alabama,2020,15,2020-04-11,1135,1056,166,63,60,265,64,81,2020,15,7.0,2890,5.743944636678201,9.16955017301038,0.3653979238754325,4,2,Spring
27/09/2023,Alabama,2020,16,2020-04-18,1149,1053,183,62,67,249,62,89,2020,16,7.0,2914,6.280027453671928,8.544955387783117,0.3613589567604667,4,2,Spring
27/09/2023,Alabama,2020,17,2020-04-25,1139,1037,200,55,53,265,63,85,2020,17,7.0,2897,6.903693476009664,9.147393855712806,0.35795650673110113,4,2,Spring
27/09/2023,Alabama,2020,18,2020-05-02,1147,1048,197,57,67,271,62,81,2020,18,7.0,2930,6.723549488054608,9.24914675767918,0.357679180887372,5,2,Spring
27/09/2023,Alabama,2020,19,2020-05-09,1171,1084,201,45,58,305,52,116,2020,19,7.0,3032,6.629287598944591,10.059366754617415,0.3575197889182058,5,2,Spring
27/09/2023,Alabama,2020,20,2020-05-16,1148,1049,203,47,71,259,49,96,2020,20,7.0,2922,6.947296372347707,8.863791923340179,0.3590006844626968,5,2,Spring
27/09/2023,Alabama,2020,21,2020-05-23,1153,1055,192,62,53,282,55,82,2020,21,7.0,2934,6.5439672801636,9.611451942740286,0.35957736877982277,5,2,Spring
27/09/2023,Alabama,2020,22,2020-05-30,1109,999,161,53,52,241,47,103,2020,22,7.0,2765,5.822784810126582,8.716094032549728,0.36130198915009043,5,2,Spring
27/09/2023,Alabama,2020,23,2020-06-06,1173,1071,212,48,62,290,55,91,2020,23,7.0,3002,7.061958694203864,9.66022651565623,0.3567621585609594,6,3,Summer
27/09/2023,Alabama,2020,24,2020-06-13,1138,1031,176,53,65,280,58,81,2020,24,7.0,2882,6.106870229007633,9.715475364330327,0.3577376821651631,6,3,Summer
27/09/2023,Alabama,2020,25,2020-06-20,1090,1007,198,48,62,257,55,88,2020,25,7.0,2805,7.0588235294117645,9.162210338680927,0.3590017825311943,6,3,Summer
27/09/2023,Alabama,2020,26,2020-06-27,1151,1064,222,60,55,266,67,103,2020,26,7.0,2988,7.429718875502007,8.90227576974565,0.35609103078982596,6,3,Summer
27/09/2023,Alabama,2020,27,2020-07-04,1201,1112,221,59,60,296,49,125,2020,27,7.0,3123,7.076528978546269,9.478065962215817,0.3560678834454051,7,3,Summer
27/09/2023,Alabama,2020,28,2020-07-11,1265,1177,217,62,64,305,72,135,2020,28,7.0,3297,6.581740976645436,9.250834091598422,0.3569912041249621,7,3,Summer
27/09/2023,Alabama,2020,29,2020-07-18,1289,1201,203,68,71,273,66,192,2020,29,7.0,3363,6.036277133511746,8.117752007136485,0.35712161760333033,7,3,Summer
27/09/2023,Alabama,2020,30,2020-07-25,1333,1257,212,65,69,285,78,251,2020,30,7.0,3550,5.971830985915493,8.028169014084508,0.3540845070422535,7,3,Summer
27/09/2023,Alabama,2020,31,2020-08-01,1364,1269,198,56,74,310,71,263,2020,31,7.0,3605,5.492371705963938,8.599167822468793,0.3520110957004161,8,3,Summer
27/09/2023,Alabama,2020,32,2020-08-08,1379,1288,177,40,76,291,69,264,2020,32,7.0,3584,4.938616071428571,8.119419642857142,0.359375,8,3,Summer
27/09/2023,Alabama,2020,33,2020-08-15,1305,1207,166,60,68,291,74,230,2020,33,7.0,3401,4.880917377241987,8.556306968538665,0.35489561893560717,8,3,Summer
27/09/2023,Alabama,2020,34,2020-08-22,1303,1219,193,55,58,293,75,209,2020,34,7.0,3405,5.668135095447871,8.604992657856094,0.3580029368575624,8,3,Summer
27/09/2023,Alabama,2020,35,2020-08-29,1216,1129,191,54,62,249,56,185,2020,35,7.0,3142,6.07893061744112,7.92488860598345,0.3593252705283259,8,3,Summer
27/09/2023,Alabama,2020,36,2020-09-05,1216,1132,212,61,65,258,60,156,2020,36,7.0,3160,6.70886075949367,8.164556962025317,0.35822784810126584,9,4,Autumn
27/09/2023,Alabama,2020,37,2020-09-12,1232,1148,198,66,59,295,49,138,2020,37,7.0,3185,6.216640502354788,9.262166405023548,0.36043956043956044,9,4,Autumn
27/09/2023,Alabama,2020,38,2020-09-19,1200,1132,226,56,69,257,62,139,2020,38,7.0,3141,7.195160776822668,8.182107609041706,0.3603947787328876,9,4,Autumn
27/09/2023,Alabama,2020,39,2020-09-26,1183,1109,203,65,62,261,58,105,2020,39,7.0,3046,6.664478003939593,8.568614576493761,0.36408404464871963,9,4,Autumn
27/09/2023,Alabama,2020,40,2020-10-03,1103,1010,181,47,55,260,47,111,2020,40,7.0,2814,6.432125088841508,9.23951670220327,0.35891968727789625,10,4,Autumn
27/09/2023,Alabama,2020,41,2020-10-10,1204,1120,189,58,63,303,61,137,2020,41,7.0,3135,6.028708133971292,9.665071770334928,0.3572567783094099,10,4,Autumn
27/09/2023,Alabama,2020,42,2020-10-17,1190,1114,198,60,59,259,69,126,2020,42,7.0,3075,6.439024390243903,8.422764227642276,0.36227642276422767,10,4,Autumn
27/09/2023,Alabama,2020,43,2020-10-24,1142,1056,200,54,54,276,47,119,2020,43,7.0,2948,6.7842605156037985,9.362279511533243,0.3582089552238806,10,4,Autumn
27/09/2023,Alabama,2020,44,2020-10-31,1169,1093,187,62,47,278,60,131,2020,44,7.0,3027,6.177733729765444,9.184010571522961,0.3610835811034027,10,4,Autumn
27/09/2023,Alabama,2020,45,2020-11-07,1277,1183,215,54,54,296,65,151,2020,45,7.0,3295,6.525037936267071,8.98330804248862,0.3590288315629742,11,4,Autumn
27/09/2023,Alabama,2020,46,2020-11-14,1269,1186,209,64,62,289,58,176,2020,46,7.0,3313,6.308481738605494,8.72321159070329,0.3579837005734983,11,4,Autumn
27/09/2023,Alabama,2020,47,2020-11-21,1275,1176,195,69,58,267,61,168,2020,47,7.0,3269,5.965126950137656,8.167635362496176,0.35974304068522484,11,4,Autumn
27/09/2023,Alabama,2020,48,2020-11-28,1326,1237,206,57,64,291,54,202,2020,48,7.0,3437,5.9935990689554846,8.466686063427407,0.3599068955484434,11,4,Autumn
27/09/2023,Alabama,2020,49,2020-12-05,1355,1259,177,63,66,300,66,251,2020,49,7.0,3537,5.004240882103478,8.481764206955047,0.3559513712185468,12,1,Winter
27/09/2023,Alabama,2020,50,2020-12-12,1598,1509,228,82,56,299,70,378,2020,50,7.0,4220,5.402843601895735,7.085308056872037,0.3575829383886256,12,1,Winter
27/09/2023,Alabama,2020,51,2020-12-19,1584,1485,195,71,69,310,70,390,2020,51,7.0,4174,4.671777671298514,7.426928605654048,0.3557738380450407,12,1,Winter
27/09/2023,Alabama,2020,52,2020-12-26,1626,1554,195,74,66,329,60,452,2020,52,7.0,4356,4.476584022038567,7.552800734618917,0.35674931129476584,12,1,Winter
27/09/2023,Alabama,2020,53,2021-01-02,1804,1703,201,79,70,326,77,508,2021,53,7.0,4768,4.215604026845638,6.837248322147651,0.3571728187919463,1,1,Winter
27/09/2023,Alabama,2021,1,2021-01-09,1811,1708,224,70,79,336,63,548,2021,1,7.0,4839,4.629055589997933,6.9435833849969,0.3529654887373424,1,1,Winter
27/09/2023,Alabama,2021,2,2021-01-16,1835,1745,211,67,63,347,68,596,2021,2,7.0,4932,4.278183292781833,7.035685320356853,0.3538118410381184,1,1,Winter
27/09/2023,Alabama,2021,3,2021-01-23,1791,1688,194,63,65,336,63,583,2021,3,7.0,4783,4.056031779218064,7.024879782563246,0.35291657955258204,1,1,Winter
27/09/2023,Alabama,2021,4,2021-01-30,1637,1559,206,63,74,311,63,490,2021,4,7.0,4403,4.678628208039973,7.063365886895298,0.35407676584147174,1,1,Winter
27/09/2023,Alabama,2021,5,2021-02-06,1509,1410,216,66,69,303,62,347,2021,5,7.0,3982,5.424409844299348,7.609241587142139,0.35409342039176295,2,1,Winter
27/09/2023,Alabama,2021,6,2021-02-13,1432,1338,200,66,67,328,77,265,2021,6,7.0,3773,5.3008216273522395,8.693347468857674,0.35462496686986483,2,1,Winter
27/09/2023,Alabama,2021,7,2021-02-20,1332,1252,196,62,44,312,62,214,2021,7,7.0,3474,5.6419113413932065,8.981001727115718,0.36039147956246403,2,1,Winter
27/09/2023,Alabama,2021,8,2021-02-27,1315,1219,182,57,59,325,75,170,2021,8,7.0,3402,5.349794238683128,9.553203997648442,0.3583186360964139,2,1,Winter
27/09/2023,Alabama,2021,9,2021-03-06,1162,1055,203,50,42,262,58,110,2021,9,7.0,2942,6.90006798096533,8.905506458191706,0.358599592114208,3,2,Spring
27/09/2023,Alabama,2021,10,2021-03-13,1189,1088,175,46,65,268,52,104,2021,10,7.0,2987,5.858721124874456,8.97221292266488,0.3642450619350519,3,2,Spring
27/09/2023,Alabama,2021,11,2021-03-20,1060,977,166,60,49,233,51,81,2021,11,7.0,2677,6.200971236458722,8.703772880089652,0.36496077698916696,3,2,Spring
27/09/2023,Alabama,2021,12,2021-03-27,1191,1073,156,47,59,302,92,78,2021,12,7.0,2998,5.203468979319546,10.073382254836558,0.3579052701801201,3,2,Spring
27/09/2023,Alabama,2021,13,2021-04-03,1107,1003,190,41,69,239,65,67,2021,13,7.0,2781,6.832074793239842,8.594030924128012,0.3606616325062927,4,2,Spring
27/09/2023,Alabama,2021,14,2021-04-10,1209,1095,204,47,56,290,69,53,2021,14,7.0,3023,6.748263314588157,9.59311941779689,0.3622229573271585,4,2,Spring
27/09/2023,Alabama,2021,15,2021-04-17,1170,1071,227,49,55,268,53,43,2021,15,7.0,2936,7.731607629427793,9.128065395095367,0.36478201634877383,4,2,Spring
27/09/2023,Alabama,2021,16,2021-04-24,1108,1010,206,44,49,281,53,45,2021,16,7.0,2796,7.367668097281831,10.050071530758226,0.36123032904148783,4,2,Spring
27/09/2023,Alabama,2021,17,2021-05-01,1192,1103,216,50,64,303,58,46,2021,17,7.0,3032,7.12401055408971,9.993403693931398,0.3637862796833773,5,2,Spring
27/09/2023,Alabama,2021,18,2021-05-08,1156,1043,209,41,73,266,57,63,2021,18,7.0,2908,7.18707015130674,9.147180192572215,0.358665749656121,5,2,Spring
27/09/2023,Alabama,2021,19,2021-05-15,1095,987,180,48,69,273,59,50,2021,19,7.0,2761,6.519377037305324,9.887721839913075,0.35747917421224196,5,2,Spring
27/09/2023,Alabama,2021,20,2021-05-22,1095,1005,183,59,56,290,51,50,2021,20,7.0,2789,6.561491574040875,10.397992111868053,0.36034420939404804,5,2,Spring
27/09/2023,Alabama,2021,21,2021-05-29,1080,992,210,59,58,273,54,33,2021,21,7.0,2759,7.611453425154041,9.894889452700253,0.3595505617977528,5,2,Spring
